stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url
314,75121,"N Jefferson Street, NB @ 8th Street N, NS",38.875315,-77.127676,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=314
315,75009,"N Jefferson Street, SB @ 8th Street N, NS",38.874961,-77.127663,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=315
316,75122,"Wilson Blvd, NB @ N Jefferson Street, FS",38.876446,-77.127742,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=316
317,75123,"Wilson Blvd, EB @ N Harrison Street, NS",38.876816,-77.126256,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=317
318,75008,"Wilson Blvd, WB @ N Harrison Street, NS",38.876920,-77.126451,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=318
319,75124,"Wilson Blvd, EB @ N Greenbrier Street, NS",38.877004,-77.125514,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=319
320,75007,"Wilson Blvd, WB @ N Greenbier Street, NS",38.877246,-77.125154,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=320
321,75006,"Wilson Blvd, WB @ N Fredrick Street , NS",38.877679,-77.123549,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=321
322,75125,"Wilson Blvd, EB @ N Emerson Street, NS",38.877524,-77.123323,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=322
323,75126,"Wilson Blvd, EB @ N George Mason Drive, NS",38.878032,-77.121278,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=323
324,75005,"Wilson Blvd, WB @ N George Mason Drive, FS",38.878216,-77.121418,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=324
325,75127,"Wilson Blvd, EB @ N Buchanan Streeet, FS",38.878573,-77.119228,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=325
326,75004,"Wilson Blvd, WB @ N Abingdon Street, NS",38.879094,-77.117801,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=326
327,75128,"Wilson Blvd, EB @ N Abingdon Street, NS",38.878972,-77.117658,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=327
329,75003,"Wilson Blvd, WB @ N Wakefield Street, NS",38.879628,-77.115706,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=329
330,75130,"Wilson Blvd, NB @ N Taylor Street, NS",38.879932,-77.112711,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=330
334,41209,"Randolph St, SB @ Ballston Mall Time Point, MB",38.878580,-77.109369,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=334
335,41021,"Randolph St, NB @ (Mid Block ) Ballston Mall , MB",38.878958,-77.109066,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=335
336,41022,"Wilson Blvd, EB @ N Quincy Street, NS",38.879761,-77.107776,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=336
337,41020,"N Glebe Road, WB @ N Quincy Street, FS",38.876432,-77.108506,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=337
338,41210,"N Glebe Road, EB @ N Henderson Street, NS",38.876137,-77.108690,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=338
339,41211,"N Glebe Road, EB @ 4th Street N, NS",38.875519,-77.107651,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=339
340,41019,"N Glebe Road, WB @ 4th Street N, NS",38.875493,-77.107263,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=340
341,67002,"Wilson Blvd, EB @ N Pollard Street, NS",38.879896,-77.106453,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=341
342,41208,"Wilson Blvd, WB @ N Pollard Street, NS",38.880169,-77.106249,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=342
343,41023,"Wilson Blvd, EB @ N Oakland St, FS",38.881282,-77.103827,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=343
344,41207,"Wilson Blvd, WB @ N Oakland Street, NS",38.881163,-77.104357,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=344
345,41024,"Wilson Blvd, EB @ N Kenmore Street, NS",38.882907,-77.100442,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=345
346,41206,"Wilson Blvd, WB @ N Kansas Street, NS",38.883065,-77.100526,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=346
347,53205,"Sycamore Street, NB @ 27th Street N, NS",38.896734,-77.157140,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=347
348,53040,"Sycamore Street, SB @ Little Falls Road, FS",38.897190,-77.157317,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=348
349,53206,"Sycamore Street, NB @ 29th Street N, MB",38.898830,-77.156788,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=349
350,53039,"Sycamore Street, SB @ 29th Street N, NS",38.899149,-77.156961,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=350
351,53208,"Williamsburg Blvd, NB @ N Ohio Street, NS",38.903415,-77.153136,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=351
352,53037,"Williamsburg Blvd, SB @ N Ohio Street, NS",38.904005,-77.152770,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=352
353,53209,"Williamsburg Blvd, NB @ N John Marshall , FS",38.905425,-77.150755,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=353
354,53036,"Williamsburg Blvd, SB @ N John Marshall , NS",38.905469,-77.151034,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=354
355,53210,"Williamsburg Blvd, NB @ N Harrison Street, NS",38.907105,-77.146044,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=355
356,53035,"Williamsburg Blvd, SB @ N Harrison Street, NS",38.907412,-77.145716,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=356
357,53211,"Williamsburg Blvd, NB @ N Emerson Street, NS",38.907790,-77.144065,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=357
358,53034,"Williamsburg Blvd, SB @ N Emerson Street, NS",38.908144,-77.143787,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=358
359,53033,"Williamsburg Blvd, SB @ George Mason Drive, NS",38.909110,-77.140489,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=359
360,53212,"Williamsburg Blvd, NB @ N Columbus Street, NS",38.909137,-77.139940,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=360
361,53032,"Williamsburg Blvd, SB @ Old Dominion Drive, FS",38.909913,-77.139418,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=361
362,53213,"Williamsburg Blvd, NB @ Old Dominion Drive, FS",38.910499,-77.138931,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=362
363,53214,"Williamsburg Blvd, NB @ 34th Road N, NS",38.912078,-77.138296,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=363
364,53031,"Williamsburg Blvd, SB @ 34th Road N, NS",38.911739,-77.138694,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=364
365,53215,"Williamsburg Blvd, NB @ 36th Street N, FS",38.915377,-77.136994,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=365
366,53030,"Williamsburg Blvd, SB @ 36th Street N, NS",38.915347,-77.137255,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=366
367,53029,"N Glebe Road, SB @ N Albemarle Street, FS",38.917081,-77.136377,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=367
368,53216,"N Glebe Road, NB @ N Abingdon Street, FS",38.918600,-77.134025,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=368
369,53027,"N Glebe Road, SB @ N Woodstock Street, NS",38.918781,-77.134102,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=369
370,53217,"N Glebe Road, NB @ N Woodrow Street, FS",38.919204,-77.132765,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=370
371,53028,"N Glebe Road, SB @ N Wakefield Street, NS",38.919203,-77.133199,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=371
372,53219,"N Glebe Road, NB @ N Vernon Street, NS",38.919704,-77.131757,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=372
373,53220,"N Glebe Road, NB @ N Upland Street, NS",38.920762,-77.130231,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=373
374,53026,"N Glebe Road, SB @ N Upland Street, FS",38.921225,-77.130078,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=374
375,53224,"N Glebe Road, NB @ N Tazwell Street, FS",38.923035,-77.127812,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=375
376,53025,"N Glebe Road, SB @ N Tazwell Street, FS",38.922830,-77.128412,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=376
377,53023,"N Old Glebe Road, WB @ N Dittmar Street, NS",38.921544,-77.129029,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=377
379,53222,"N Old Glebe Road, EB @ N Tazwell Street, FS",38.921689,-77.126748,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=379
380,53223,"Madison Ctr, N Old Glebe Rd, EB @N Stafford St, FS",38.923479,-77.125163,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=380
381,53225,"N Glebe Road, NB @ N River St, NS",38.924416,-77.126407,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=381
382,53022,"Madison Ctr, N Old Glebe Rd, WB @N Stafford St, NS",38.923680,-77.125174,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=382
383,53021,"Military Road, NB @ N Old Glebe Road, NS",38.925182,-77.122446,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=383
384,53226,"Military Road, SB @ N Old Glebe Road, FS",38.925086,-77.122595,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=384
385,53020,"Military Road, NB @ 38th Street N, FS",38.923139,-77.121447,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=385
386,53228,"Military Road, SB @ 38th Street N, NS",38.922915,-77.121512,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=386
387,53019,"Military Road, NB @ 37th Street N, NS",38.920782,-77.120507,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=387
388,53018,"Military Road, NB @ 36th Road N, NS",38.919340,-77.119693,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=388
389,53231,"Military Road, SB @ 36th Road N, FS",38.919550,-77.119993,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=389
390,53232,"Military Road, SB @ 35th Street N, NS",38.916186,-77.119123,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=390
391,53017,"Military Road, NB @ N Quincy Street, NS",38.915703,-77.118900,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=391
392,53016,"Military Road, NB @ 31st Street N, NS",38.913041,-77.115238,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=392
393,53233,"Military Road, SB @ 31st Street N, NS",38.913063,-77.115617,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=393
394,53234,"Military Road, SB @ 30th Street N, FS",38.911204,-77.113525,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=394
395,53015,"Military Road, NB @ Beechwood Circle, NS",38.910806,-77.113111,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=395
396,53014,"Military Road, NB @ across from Church, MB",38.908606,-77.111117,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=396
397,53235,"Military Road, SB @ front of Church, MB",38.908593,-77.111433,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=397
398,53013,"Military Road, NB @ N Marcey Road, NS",38.907457,-77.110472,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=398
399,53236,"Military Road, SB @ N Marcey Road , NS",38.907723,-77.110813,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=399
400,53237,"Military Road, SB @ 26th Road N, NS",38.906576,-77.110309,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=400
401,53012,"Military Road, NB @ 26th Street N, NS",38.905884,-77.109595,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=401
402,53238,"Military Road, SB @ 25th Street N, NS",38.903530,-77.108295,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=402
403,62007,"N Lorcom Lane, EB @ Military Road, FS",38.902108,-77.108308,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=403
404,62210,"N Lorcom Lane, WB @ Military Road, FS",38.902435,-77.109072,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=404
405,53239,"Military Road, SB @ Lorcom Lane , FS",38.902054,-77.109212,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=405
406,53010,"Military Road, NB @ N Lorcom Lane, NS",38.902093,-77.108911,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=406
408,62006,"N Lorcom Lane, EB @ N Vacation Lane, NS",38.901669,-77.113011,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=408
409,62211,"N Lorcom Lane, WB @ N Vacation Lane, FS",38.901704,-77.113210,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=409
410,62212,"N Lorcom Lane, SB @ N Trenton Street, MB",38.900130,-77.115427,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=410
411,62005,"N Lorcom Lane, NB @ N Trenton Street, NS",38.899846,-77.115500,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=411
412,62004,"Lee Highway, WB @ Lorcom Lane, NS",38.898489,-77.117304,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=412
413,62213,"Lee Highway, EB @ N Vermont Street , MB",38.898057,-77.116484,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=413
414,62015,"Lee Highway, WB @ N Thomas Street, NS",38.897586,-77.115134,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=414
415,62214,"Lee Highway, EB @ N Thomas Street, FS",38.897440,-77.115254,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=415
416,62003,"Lee Highway, WB @ N Utah St, FS",38.897227,-77.114189,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=416
417,53241,"Military Road, SB @ Old Dominion Drive, NS",38.897631,-77.108882,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=417
418,53008,"Military Road, NB @ Old Dominion Drive, FS",38.897530,-77.108656,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=418
419,53007,"N Quincy Street, NB @ 21st Street N, FS",38.896400,-77.108139,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=419
420,53242,"N Quincy Street , SB @ 21st Street N, NS",38.896232,-77.108276,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=420
421,53009,"Military Road, NB @ N Vacation Lane, FS",38.900273,-77.109124,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=421
422,53240,"Military Road, SB @ N Vacation Lane, NS",38.900231,-77.109309,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=422
423,53006,"N Quincy Street, NB @ 20th Street N, FS",38.895009,-77.107591,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=423
424,53243,"N Quincy Street , SB @ 20th Street N, NS",38.894793,-77.107775,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=424
425,53244,"N Quincy Street , SB @ 18th Road N, NS",38.893542,-77.107763,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=425
426,53005,"N Quincy Street, NB @ 18th Street N, NS",38.892962,-77.107579,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=426
427,53004,"N Quincy Street, NB @ 17th Street N, NS",38.890826,-77.108039,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=427
428,53245,"N Quincy Street , SB @ 17th Street N, FS",38.890935,-77.108208,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=428
429,53003,"N Quincy Street, NB @ 14th Street N, FS",38.889012,-77.108174,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=429
430,53246,"N Quincy Street , SB @ 14th Street N, NS",38.889083,-77.108417,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=430
431,53002,"N Quincy Street, NB @ 13th Street N, NS",38.887339,-77.108151,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=431
432,53247,"N Quincy Street , SB @ 13th Street N, NS",38.887467,-77.108326,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=432
433,62002,"N Stafford Street, NB @ 13th Street N, FS",38.887506,-77.111069,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=433
434,62216,"N Stafford Street, SB @ 13th Street N, MB",38.887507,-77.111200,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=434
440,41025,"Clarendon Blvd, EB @ N Highland Street, NS",38.886778,-77.095136,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=440
441,41026,"Clarendon Blvd, EB @ N Garfield Street, NS",38.887262,-77.094203,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=441
444,41204,"Wilson Blvd, WB @ N Filmore Street, NS",38.888855,-77.093019,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=444
446,41203,"Wilson Blvd, WB @ N Danville Street, NS",38.889789,-77.090456,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=446
447,41202,"Wilson Blvd, WB @ N Barton Street, NS",38.890617,-77.088307,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=447
448,41027,"Clarendon Blvd, EB @ N Danville Street, NS",38.888487,-77.091119,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=448
449,41028,"Clarendon Blvd, EB @ N Barton Street, NS",38.889370,-77.088824,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=449
450,41029,"Clarendon Blvd, EB @ N Wayne Street, NS",38.890345,-77.086492,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=450
451,41201,"Wilson Blvd, WB @ N Veitch Street, NS",38.891465,-77.085513,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=451
452,61012,"Wilson Blvd, WB @ N Courthouse Road, NS",38.891872,-77.083805,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=452
453,61011,"Wilson Blvd, WB @ N Troy Street, FS",38.892469,-77.082228,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=453
454,61107,"Clarendon Blvd, EB @ N Uhle Street, NS",38.891310,-77.085020,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=454
455,61108,"Clarendon Blvd, SB @ N Courthouse Road, FS",38.891465,-77.083601,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=455
457,41031,"Court House Metro, Arlington Co Offices (Flags)",38.890665,-77.084930,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=457
458,61013,"N Veitch Street, NB @ Key Blvd, FS",38.893581,-77.086052,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=458
459,61106,"N Veitch Street, SB @ Key Blvd, NS",38.893455,-77.086232,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=459
460,61010,"Wilson Blvd, WB @ N Rhodes Street, FS",38.893155,-77.080659,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=460
461,61109,"N Rhodes Street, SB @ 16st Street N, FS",38.891692,-77.079325,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=461
462,61009,"N Rhodes Street, NB @ 16th Street N, NS",38.891716,-77.079128,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=462
463,61008,"N Rhodes Street, NB @ 14th Street N, FS",38.890305,-77.078971,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=463
464,61110,"N Rhodes Street, SB @ N 14th Street, NS",38.890236,-77.079101,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=464
465,61007,"N Queen Street, NB @ Rt 50 access Road, NS",38.889495,-77.077454,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=465
466,61111,"N Queen Street, SB @ RT. 50 access road, FS",38.889353,-77.077513,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=466
467,61006,"N Queen Street, WB @ 12th Street N, FS",38.887696,-77.076656,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=467
468,61112,"N Queen Street, SB @ 12th Street N, NS",38.887686,-77.076796,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=468
469,61113,"12th Street N, EB @ Fort Myer Drive, MB",38.888100,-77.074600,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=469
470,61005,"12th Street N, WB @ Fort Myer Drive, MB",38.888081,-77.075349,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=470
471,61004,"N Oak Street, WB @ 14th Street N, MB",38.889322,-77.073442,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=471
472,61114,"N Oak Street, EB @ 14th Street N, MB",38.889514,-77.073334,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=472
473,61003,"14th Street N, SB @ N Meade Street, FS",38.890247,-77.071642,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=473
474,61115,"14th Street N , NB @ N Meade Street, NS",38.890157,-77.071671,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=474
475,61002,"Rosslyn Metro, N Moore St, SB @ Wilson Blvd, NS",38.895552,-77.071613,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=475
478,61018,"Key Blvd, EB @ N Ode Street, NS",38.896143,-77.076071,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=478
479,61101,"Key Blvd, WB @ N Ode Street, FS",38.896282,-77.076194,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=479
480,61017,"N Scott Street, EB @ N Quinn Street, NS",38.895989,-77.078677,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=480
481,61102,"N Scott Street, WB @ N Quinn Street, FS",38.896129,-77.078807,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=481
482,61103,"21st Street N, WB @ N Scott Street, FS",38.898238,-77.081802,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=482
483,61016,"21st Street N, EB @ N Scott Street, MB",38.898200,-77.081600,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=483
484,61104,"21st Street N, WB @ N Troy Street, NS",38.898077,-77.083686,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=484
485,61015,"21st Street N, EB @ N Troy Street, NS",38.897941,-77.083989,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=485
486,61105,"N Veitch Street, SB @ 20th Street N, NS",38.896902,-77.086453,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=486
487,61014,"N Veitch Street, NB @ 20th Street N, FS",38.896840,-77.086337,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=487
488,62014,"Lee Highway, EB @ N Adams Street , FS",38.895333,-77.088221,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=488
489,62203,"Lee Highway, WB @ N Adams Street , MB",38.895625,-77.088515,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=489
490,62204,"Lee Highway, WB @ N Calvert Street, MB",38.894951,-77.091889,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=490
491,62013,"Lee Highway, EB @ N Cleveland Street, NS",38.894671,-77.091435,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=491
492,62205,"Lee Highway, WB @ N Highland Street, FS",38.895231,-77.094514,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=492
493,62012,"Lee Highway, EB @ N Highland Street, NS",38.894977,-77.094792,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=493
494,62206,"Spout Run, NB @ Cardinal House Apts, MB",38.896283,-77.095558,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=494
495,62011,"Spout Run, SB @ Giant Shopping Center , NS",38.896857,-77.095297,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=495
496,62207,"N Lorcom Lane, WB @ N Edgewood Street, FS",38.899242,-77.096328,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=496
497,62010,"N Lorcom Lane, EB @ N Edgewood Street, NS",38.899096,-77.096197,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=497
498,62208,"N Lorcom Lane, WB @ N Fillmore Street, FS",38.899838,-77.098602,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=498
499,62009,"N Lorcom Lane, EB @ N Jackson Street, NS",38.899860,-77.099470,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=499
500,62209,"N Lorcom Lane, WB @ Nelly Custis, FS",38.900759,-77.102739,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=500
